codigo_departamento,departamento,codigo_municipio,municipio,anio,poblacion_total
5,Antioquia,5001,Medellín,2005,2046341
5,Antioquia,5002,Abejorral,2005,22942
5,Antioquia,5004,Abriaquí,2005,2719
5,Antioquia,5021,Alejandría,2005,4724
5,Antioquia,5030,Amagá,2005,27121
5,Antioquia,5031,Amalfi,2005,22933
5,Antioquia,5034,Andes,2005,41876
5,Antioquia,5036,Angelópolis,2005,5865
5,Antioquia,5038,Angostura,2005,12193
5,Antioquia,5040,Anorí,2005,15853
5,Antioquia,5042,Santafé de Antioquia,2005,23457
5,Antioquia,5044,Anzá,2005,6830
5,Antioquia,5045,Apartadó,2005,91677
5,Antioquia,5051,Arboletes,2005,29229
5,Antioquia,5055,Argelia,2005,9589
5,Antioquia,5059,Armenia,2005,5964
5,Antioquia,5079,Barbosa,2005,43604
5,Antioquia,5086,Belmira,2005,5915
5,Antioquia,5088,Bello,2005,399798
5,Antioquia,5091,Betania,2005,11514
5,Antioquia,5093,Betulia,2005,15629
5,Antioquia,5101,Ciudad Bolívar,2005,27346
5,Antioquia,5107,Briceño,2005,8475
5,Antioquia,5113,Buriticá,2005,8476
5,Antioquia,5120,Cáceres,2005,24999
5,Antioquia,5125,Caicedo,2005,7758
5,Antioquia,5129,Caldas,2005,65095
5,Antioquia,5134,Campamento,2005,9758
5,Antioquia,5138,Cañasgordas,2005,17308
5,Antioquia,5142,Caracolí,2005,5324
5,Antioquia,5145,Caramanta,2005,6040
5,Antioquia,5147,Carepa,2005,34439
5,Antioquia,5148,El Carmen de Viboral,2005,48245
5,Antioquia,5150,Carolina,2005,3855
5,Antioquia,5154,Caucasia,2005,70630
5,Antioquia,5172,Chigorodó,2005,44126
5,Antioquia,5190,Cisneros,2005,9518
5,Antioquia,5197,Cocorná,2005,19094
5,Antioquia,5206,Concepción,2005,5448
5,Antioquia,5209,Concordia,2005,21547
5,Antioquia,5212,Copacabana,2005,63378
5,Antioquia,5234,Dabeiba,2005,22271
5,Antioquia,5237,Donmatías,2005,16062
5,Antioquia,5240,Ebéjico,2005,13648
5,Antioquia,5250,El Bagre,2005,39272
5,Antioquia,5264,Entrerríos,2005,8983
5,Antioquia,5266,Envigado,2005,174501
5,Antioquia,5282,Fredonia,2005,24304
5,Antioquia,5284,Frontino,2005,22850
5,Antioquia,5306,Giraldo,2005,4892
5,Antioquia,5308,Girardota,2005,41170
5,Antioquia,5310,Gómez Plata,2005,9642
5,Antioquia,5313,Granada,2005,13882
5,Antioquia,5315,Guadalupe,2005,6568
5,Antioquia,5318,Guarne,2005,43419
5,Antioquia,5321,Guatapé,2005,6759
5,Antioquia,5347,Heliconia,2005,6547
5,Antioquia,5353,Hispania,2005,5315
5,Antioquia,5360,Itagüí,2005,221921
5,Antioquia,5361,Ituango,2005,26027
5,Antioquia,5364,Jardín,2005,13726
5,Antioquia,5368,Jericó,2005,14363
5,Antioquia,5376,La Ceja,2005,50697
5,Antioquia,5380,La Estrella,2005,55384
5,Antioquia,5390,La Pintada,2005,9962
5,Antioquia,5400,La Unión,2005,18610
5,Antioquia,5411,Liborina,2005,10509
5,Antioquia,5425,Maceo,2005,8688
5,Antioquia,5440,Marinilla,2005,52242
5,Antioquia,5467,Montebello,2005,7845
5,Antioquia,5475,Murindó,2005,3611
5,Antioquia,5480,Mutatá,2005,12175
5,Antioquia,5483,Nariño,2005,12632
5,Antioquia,5490,Necoclí,2005,36466
5,Antioquia,5495,Nechí,2005,20179
5,Antioquia,5501,Olaya,2005,3224
5,Antioquia,5541,Peñol,2005,18498
5,Antioquia,5543,Peque,2005,7822
5,Antioquia,5576,Pueblorrico,2005,8969
5,Antioquia,5579,Puerto Berrío,2005,34728
5,Antioquia,5585,Puerto Nare,2005,15171
5,Antioquia,5591,Puerto Triunfo,2005,14136
5,Antioquia,5604,Remedios,2005,24785
5,Antioquia,5607,Retiro,2005,18801
5,Antioquia,5615,Rionegro,2005,105684
5,Antioquia,5628,Sabanalarga,2005,8541
5,Antioquia,5631,Sabaneta,2005,58117
5,Antioquia,5642,Salgar,2005,19884
5,Antioquia,5647,San Andrés de Cuerquía,2005,7699
5,Antioquia,5649,San Carlos,2005,20403
5,Antioquia,5652,San Francisco,2005,5990
5,Antioquia,5656,San Jerónimo,2005,13470
5,Antioquia,5658,San José de La Montaña,2005,3234
5,Antioquia,5659,San Juan de Urabá,2005,16333
5,Antioquia,5660,San Luis,2005,13498
5,Antioquia,5664,San Pedro de Los Milagros,2005,18921
5,Antioquia,5665,San Pedro de Urabá,2005,27625
5,Antioquia,5667,San Rafael,2005,16716
5,Antioquia,5670,San Roque,2005,20924
5,Antioquia,5674,San Vicente,2005,21761
5,Antioquia,5679,Santa Bárbara,2005,28269
5,Antioquia,5686,Santa Rosa de Osos,2005,31712
5,Antioquia,5690,Santo Domingo,2005,13959
5,Antioquia,5697,El Santuario,2005,30825
5,Antioquia,5736,Segovia,2005,31463
5,Antioquia,5756,Sonsón,2005,38145
5,Antioquia,5761,Sopetrán,2005,14286
5,Antioquia,5789,Támesis,2005,18259
5,Antioquia,5790,Tarazá,2005,22141
5,Antioquia,5792,Tarso,2005,6526
5,Antioquia,5809,Titiribí,2005,12154
5,Antioquia,5819,Toledo,2005,5596
5,Antioquia,5837,Turbo,2005,103592
5,Antioquia,5842,Uramita,2005,7690
5,Antioquia,5847,Urrao,2005,29075
5,Antioquia,5854,Valdivia,2005,13596
5,Antioquia,5856,Valparaíso,2005,7963
5,Antioquia,5858,Vegachí,2005,12033
5,Antioquia,5861,Venecia,2005,12141
5,Antioquia,5873,Vigía del Fuerte,2005,8118
5,Antioquia,5885,Yalí,2005,7669
5,Antioquia,5887,Yarumal,2005,38536
5,Antioquia,5890,Yolombó,2005,22260
5,Antioquia,5893,Yondó,2005,14459
5,Antioquia,5895,Zaragoza,2005,23688
8,Atlántico,8001,Barranquilla,2005,1090935
8,Atlántico,8078,Baranoa,2005,51548
8,Atlántico,8137,Campo de La Cruz,2005,23772
8,Atlántico,8141,Candelaria,2005,13242
8,Atlántico,8296,Galapa,2005,42807
8,Atlántico,8372,Juan de Acosta,2005,16557
8,Atlántico,8421,Luruaco,2005,24066
8,Atlántico,8433,Malambo,2005,99343
8,Atlántico,8436,Manatí,2005,18156
8,Atlántico,8520,Palmar de Varela,2005,23350
8,Atlántico,8549,Piojó,2005,5401
8,Atlántico,8558,Polonuevo,2005,14997
8,Atlántico,8560,Ponedera,2005,19787
8,Atlántico,8573,Puerto Colombia,2005,37735
8,Atlántico,8606,Repelón,2005,22576
8,Atlántico,8634,Sabanagrande,2005,25200
8,Atlántico,8638,Sabanalarga,2005,77347
8,Atlántico,8675,Santa Lucía,2005,12647
8,Atlántico,8685,Santo Tomás,2005,24620
8,Atlántico,8758,Soledad,2005,436131
8,Atlántico,8770,Suan,2005,11005
8,Atlántico,8832,Tubará,2005,13125
8,Atlántico,8849,Usiacurí,2005,9789
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2005,6710910
13,Bolívar,13001,Cartagena de Indias,2005,838757
13,Bolívar,13006,Achí,2005,19475
13,Bolívar,13030,Altos del Rosario,2005,9040
13,Bolívar,13042,Arenal,2005,7711
13,Bolívar,13052,Arjona,2005,58729
13,Bolívar,13062,Arroyohondo,2005,8576
13,Bolívar,13074,Barranco de Loba,2005,13537
13,Bolívar,13140,Calamar,2005,19542
13,Bolívar,13160,Cantagallo,2005,6048
13,Bolívar,13188,Cicuco,2005,9753
13,Bolívar,13212,Córdoba,2005,14773
13,Bolívar,13222,Clemencia,2005,12459
13,Bolívar,13244,El Carmen de Bolívar,2005,68268
13,Bolívar,13248,El Guamo,2005,7877
13,Bolívar,13268,El Peñón,2005,10535
13,Bolívar,13300,Hatillo de Loba,2005,13454
13,Bolívar,13430,Magangué,2005,117593
13,Bolívar,13433,Mahates,2005,24097
13,Bolívar,13440,Margarita,2005,9456
13,Bolívar,13442,María La Baja,2005,39675
13,Bolívar,13458,Montecristo,2005,11212
13,Bolívar,13468,Mompós,2005,39736
13,Bolívar,13473,Morales,2005,16839
13,Bolívar,13490,Norosí,2005,0
13,Bolívar,13549,Pinillos,2005,21713
13,Bolívar,13580,Regidor,2005,5405
13,Bolívar,13600,Río Viejo,2005,14735
13,Bolívar,13620,San Cristóbal,2005,7263
13,Bolívar,13647,San Estanislao,2005,16225
13,Bolívar,13650,San Fernando,2005,10696
13,Bolívar,13654,San Jacinto,2005,24567
13,Bolívar,13655,San Jacinto del Cauca,2005,7110
13,Bolívar,13657,San Juan Nepomuceno,2005,33899
13,Bolívar,13667,San Martín de Loba,2005,23039
13,Bolívar,13670,San Pablo,2005,23113
13,Bolívar,13673,Santa Catalina,2005,12429
13,Bolívar,13683,Santa Rosa,2005,17126
13,Bolívar,13688,Santa Rosa del Sur,2005,24050
13,Bolívar,13744,Simití,2005,13654
13,Bolívar,13760,Soplaviento,2005,9701
13,Bolívar,13780,Talaigua Nuevo,2005,15155
13,Bolívar,13810,Tiquisio,2005,15575
13,Bolívar,13836,Turbaco,2005,81435
13,Bolívar,13838,Turbaná,2005,14065
13,Bolívar,13873,Villanueva,2005,20188
13,Bolívar,13894,Zambrano,2005,11509
15,Boyacá,15001,Tunja,2005,138131
15,Boyacá,15022,Almeida,2005,4672
15,Boyacá,15047,Aquitania,2005,15758
15,Boyacá,15051,Arcabuco,2005,5199
15,Boyacá,15087,Belén,2005,8038
15,Boyacá,15090,Berbeo,2005,1785
15,Boyacá,15092,Betéitiva,2005,2327
15,Boyacá,15097,Boavita,2005,8472
15,Boyacá,15104,Boyacá,2005,5213
15,Boyacá,15106,Briceño,2005,2620
15,Boyacá,15109,Buenavista,2005,4941
15,Boyacá,15114,Busbanzá,2005,884
15,Boyacá,15131,Caldas,2005,3689
15,Boyacá,15135,Campohermoso,2005,3786
15,Boyacá,15162,Cerinza,2005,4175
15,Boyacá,15172,Chinavita,2005,3492
15,Boyacá,15176,Chiquinquirá,2005,46905
15,Boyacá,15180,Chiscas,2005,5170
15,Boyacá,15183,Chita,2005,11046
15,Boyacá,15185,Chitaraque,2005,5971
15,Boyacá,15187,Chivatá,2005,2788
15,Boyacá,15189,Ciénega,2005,4905
15,Boyacá,15204,Cómbita,2005,11430
15,Boyacá,15212,Coper,2005,4206
15,Boyacá,15215,Corrales,2005,2495
15,Boyacá,15218,Covarachía,2005,3751
15,Boyacá,15223,Cubará,2005,7677
15,Boyacá,15224,Cucaita,2005,3501
15,Boyacá,15226,Cuítiva,2005,1951
15,Boyacá,15232,Chíquiza,2005,4718
15,Boyacá,15236,Chivor,2005,3057
15,Boyacá,15238,Duitama,2005,99730
15,Boyacá,15244,El Cocuy,2005,5327
15,Boyacá,15248,El Espino,2005,3466
15,Boyacá,15272,Firavitoba,2005,6248
15,Boyacá,15276,Floresta,2005,3801
15,Boyacá,15293,Gachantivá,2005,3110
15,Boyacá,15296,Gámeza,2005,5170
15,Boyacá,15299,Garagoa,2005,15943
15,Boyacá,15317,Guacamayas,2005,2237
15,Boyacá,15322,Guateque,2005,10222
15,Boyacá,15325,Guayatá,2005,4802
15,Boyacá,15332,Güicán de La Sierra,2005,4960
15,Boyacá,15362,Iza,2005,1785
15,Boyacá,15367,Jenesano,2005,6858
15,Boyacá,15368,Jericó,2005,4564
15,Boyacá,15377,Labranzagrande,2005,4166
15,Boyacá,15380,La Capilla,2005,3015
15,Boyacá,15401,La Victoria,2005,1669
15,Boyacá,15403,La Uvita,2005,6081
15,Boyacá,15407,Villa de Leyva,2005,11754
15,Boyacá,15425,Macanal,2005,4866
15,Boyacá,15442,Maripí,2005,6693
15,Boyacá,15455,Miraflores,2005,8932
15,Boyacá,15464,Mongua,2005,5052
15,Boyacá,15466,Monguí,2005,4844
15,Boyacá,15469,Moniquirá,2005,21242
15,Boyacá,15476,Motavita,2005,5106
15,Boyacá,15480,Muzo,2005,10155
15,Boyacá,15491,Nobsa,2005,13697
15,Boyacá,15494,Nuevo Colón,2005,5161
15,Boyacá,15500,Oicatá,2005,2539
15,Boyacá,15507,Otanche,2005,7919
15,Boyacá,15511,Pachavita,2005,2910
15,Boyacá,15514,Páez,2005,3842
15,Boyacá,15516,Paipa,2005,27772
15,Boyacá,15518,Pajarito,2005,2641
15,Boyacá,15522,Panqueba,2005,2057
15,Boyacá,15531,Pauna,2005,8311
15,Boyacá,15533,Paya,2005,2483
15,Boyacá,15537,Paz de Río,2005,5261
15,Boyacá,15542,Pesca,2005,8927
15,Boyacá,15550,Pisba,2005,1704
15,Boyacá,15572,Puerto Boyacá,2005,39625
15,Boyacá,15580,Quípama,2005,4849
15,Boyacá,15599,Ramiriquí,2005,9432
15,Boyacá,15600,Ráquira,2005,7084
15,Boyacá,15621,Rondón,2005,2788
15,Boyacá,15632,Saboyá,2005,13225
15,Boyacá,15638,Sáchica,2005,4223
15,Boyacá,15646,Samacá,2005,15820
15,Boyacá,15660,San Eduardo,2005,2232
15,Boyacá,15664,San José de Pare,2005,5292
15,Boyacá,15667,San Luis de Gaceno,2005,5974
15,Boyacá,15673,San Mateo,2005,5547
15,Boyacá,15676,San Miguel de Sema,2005,3254
15,Boyacá,15681,San Pablo de Borbur,2005,6609
15,Boyacá,15686,Santana,2005,7092
15,Boyacá,15690,Santa María,2005,4479
15,Boyacá,15693,Santa Rosa de Viterbo,2005,11898
15,Boyacá,15696,Santa Sofía,2005,3133
15,Boyacá,15720,Sativanorte,2005,2914
15,Boyacá,15723,Sativasur,2005,1199
15,Boyacá,15740,Siachoque,2005,6879
15,Boyacá,15753,Soatá,2005,11888
15,Boyacá,15755,Socotá,2005,8979
15,Boyacá,15757,Socha,2005,8066
15,Boyacá,15759,Sogamoso,2005,107724
15,Boyacá,15761,Somondoco,2005,3494
15,Boyacá,15762,Sora,2005,2920
15,Boyacá,15763,Sotaquirá,2005,7806
15,Boyacá,15764,Soracá,2005,5547
15,Boyacá,15774,Susacón,2005,3061
15,Boyacá,15776,Sutamarchán,2005,5422
15,Boyacá,15778,Sutatenza,2005,4545
15,Boyacá,15790,Tasco,2005,6941
15,Boyacá,15798,Tenza,2005,4261
15,Boyacá,15804,Tibaná,2005,9447
15,Boyacá,15806,Tibasosa,2005,10575
15,Boyacá,15808,Tinjacá,2005,2854
15,Boyacá,15810,Tipacoque,2005,3865
15,Boyacá,15814,Toca,2005,8537
15,Boyacá,15816,Togüí,2005,4672
15,Boyacá,15820,Tópaga,2005,3558
15,Boyacá,15822,Tota,2005,5206
15,Boyacá,15832,Tununguá,2005,1588
15,Boyacá,15835,Turmequé,2005,6570
15,Boyacá,15837,Tuta,2005,7683
15,Boyacá,15839,Tutazá,2005,2180
15,Boyacá,15842,Úmbita,2005,7936
15,Boyacá,15861,Ventaquemada,2005,13839
15,Boyacá,15879,Viracachá,2005,3240
15,Boyacá,15897,Zetaquira,2005,4938
17,Caldas,17001,Manizales,2005,400148
17,Caldas,17013,Aguadas,2005,26625
17,Caldas,17042,Anserma,2005,38357
17,Caldas,17050,Aranzazu,2005,12742
17,Caldas,17088,Belalcázar,2005,12892
17,Caldas,17174,Chinchiná,2005,51286
17,Caldas,17272,Filadelfia,2005,14276
17,Caldas,17380,La Dorada,2005,68623
17,Caldas,17388,La Merced,2005,8494
17,Caldas,17433,Manzanares,2005,22888
17,Caldas,17442,Marmato,2005,8485
17,Caldas,17444,Marquetalia,2005,14921
17,Caldas,17446,Marulanda,2005,3452
17,Caldas,17486,Neira,2005,24817
17,Caldas,17495,Norcasia,2005,7382
17,Caldas,17513,Pácora,2005,18079
17,Caldas,17524,Palestina,2005,17716
17,Caldas,17541,Pensilvania,2005,25600
17,Caldas,17614,Riosucio,2005,42238
17,Caldas,17616,Risaralda,2005,13466
17,Caldas,17653,Salamina,2005,22926
17,Caldas,17662,Samaná,2005,27415
17,Caldas,17665,San José,2005,8364
17,Caldas,17777,Supía,2005,27201
17,Caldas,17867,Victoria,2005,11155
17,Caldas,17873,Villamaría,2005,52977
17,Caldas,17877,Viterbo,2005,13909
18,Caquetá,18001,Florencia,2005,155026
18,Caquetá,18029,Albania,2005,6978
18,Caquetá,18094,Belén de Los Andaquíes,2005,12734
18,Caquetá,18150,Cartagena del Chairá,2005,22489
18,Caquetá,18205,Curillo,2005,6758
18,Caquetá,18247,El Doncello,2005,21140
18,Caquetá,18256,El Paujíl,2005,16567
18,Caquetá,18410,La Montañita,2005,14491
18,Caquetá,18460,Milán,2005,9226
18,Caquetá,18479,Morelia,2005,3627
18,Caquetá,18592,Puerto Rico,2005,29652
18,Caquetá,18610,San José del Fragua,2005,9734
18,Caquetá,18753,San Vicente del Caguán,2005,42968
18,Caquetá,18756,Solano,2005,9080
18,Caquetá,18785,Solita,2005,7670
18,Caquetá,18860,Valparaíso,2005,11133
19,Cauca,19001,Popayán,2005,272261
19,Cauca,19022,Almaguer,2005,18996
19,Cauca,19050,Argelia,2005,22832
19,Cauca,19075,Balboa,2005,19812
19,Cauca,19100,Bolívar,2005,45960
19,Cauca,19110,Buenos Aires,2005,25315
19,Cauca,19130,Cajibío,2005,40055
19,Cauca,19137,Caldono,2005,30104
19,Cauca,19142,Caloto,2005,43242
19,Cauca,19212,Corinto,2005,24021
19,Cauca,19256,El Tambo,2005,51288
19,Cauca,19290,Florencia,2005,5617
19,Cauca,19300,Guachené,2005,0
19,Cauca,19318,Guapi,2005,27396
19,Cauca,19355,Inzá,2005,24098
19,Cauca,19364,Jambaló,2005,13246
19,Cauca,19392,La Sierra,2005,11752
19,Cauca,19397,La Vega,2005,22678
19,Cauca,19418,López de Micay,2005,16940
19,Cauca,19450,Mercaderes,2005,19998
19,Cauca,19455,Miranda,2005,27992
19,Cauca,19473,Morales,2005,29691
19,Cauca,19513,Padilla,2005,9836
19,Cauca,19517,Páez,2005,32617
19,Cauca,19532,Patía,2005,36320
19,Cauca,19533,Piamonte,2005,5769
19,Cauca,19548,Piendamó - Tunía,2005,35114
19,Cauca,19573,Puerto Tejada,2005,40354
19,Cauca,19585,Puracé,2005,13914
19,Cauca,19622,Rosas,2005,11256
19,Cauca,19693,San Sebastián,2005,10183
19,Cauca,19698,Santander de Quilichao,2005,94742
19,Cauca,19701,Santa Rosa,2005,6004
19,Cauca,19743,Silvia,2005,28621
19,Cauca,19760,Sotará Paispamba,2005,11908
19,Cauca,19780,Suárez,2005,27515
19,Cauca,19785,Sucre,2005,9858
19,Cauca,19807,Timbío,2005,32946
19,Cauca,19809,Timbiquí,2005,22379
19,Cauca,19821,Toribío,2005,23093
19,Cauca,19824,Totoró,2005,18249
19,Cauca,19845,Villa Rica,2005,17080
20,Cesar,20001,Valledupar,2005,377260
20,Cesar,20011,Aguachica,2005,84279
20,Cesar,20013,Agustín Codazzi,2005,51429
20,Cesar,20032,Astrea,2005,17985
20,Cesar,20045,Becerril,2005,17261
20,Cesar,20060,Bosconia,2005,31969
20,Cesar,20175,Chimichagua,2005,28414
20,Cesar,20178,Chiriguaná,2005,22418
20,Cesar,20228,Curumaní,2005,31496
20,Cesar,20238,El Copey,2005,26974
20,Cesar,20250,El Paso,2005,27029
20,Cesar,20295,Gamarra,2005,12649
20,Cesar,20310,González,2005,5844
20,Cesar,20383,La Gloria,2005,13423
20,Cesar,20400,La Jagua de Ibirico,2005,33215
20,Cesar,20443,Manaure Balcón del Cesar,2005,7844
20,Cesar,20517,Pailitas,2005,15679
20,Cesar,20550,Pelaya,2005,16158
20,Cesar,20570,Pueblo Bello,2005,20504
20,Cesar,20614,Río de Oro,2005,14024
20,Cesar,20621,La Paz,2005,22774
20,Cesar,20710,San Alberto,2005,20574
20,Cesar,20750,San Diego,2005,16399
20,Cesar,20770,San Martín,2005,20170
20,Cesar,20787,Tamalameque,2005,12976
23,Córdoba,23001,Montería,2005,419219
23,Córdoba,23068,Ayapel,2005,47809
23,Córdoba,23079,Buenavista,2005,18275
23,Córdoba,23090,Canalete,2005,14028
23,Córdoba,23162,Cereté,2005,90252
23,Córdoba,23168,Chimá,2005,14650
23,Córdoba,23182,Chinú,2005,42438
23,Córdoba,23189,Ciénaga de Oro,2005,52976
23,Córdoba,23300,Cotorra,2005,19363
23,Córdoba,23350,La Apartada,2005,16276
23,Córdoba,23417,Lorica,2005,120257
23,Córdoba,23419,Los Córdobas,2005,15093
23,Córdoba,23464,Momil,2005,16862
23,Córdoba,23466,Montelíbano,2005,72587
23,Córdoba,23500,Moñitos,2005,23813
23,Córdoba,23555,Planeta Rica,2005,60654
23,Córdoba,23570,Pueblo Nuevo,2005,28992
23,Córdoba,23574,Puerto Escondido,2005,18927
23,Córdoba,23580,Puerto Libertador,2005,31603
23,Córdoba,23586,Purísima de La Concepción,2005,14743
23,Córdoba,23660,Sahagún,2005,92816
23,Córdoba,23670,San Andrés Sotavento,2005,66760
23,Córdoba,23672,San Antero,2005,27396
23,Córdoba,23675,San Bernardo del Viento,2005,31639
23,Córdoba,23678,San Carlos,2005,23270
23,Córdoba,23682,San José de Uré,2005,0
23,Córdoba,23686,San Pelayo,2005,47736
23,Córdoba,23807,Tierralta,2005,79799
23,Córdoba,23815,Tuchín,2005,0
23,Córdoba,23855,Valencia,2005,31080
25,Cundinamarca,25001,Agua de Dios,2005,9817
25,Cundinamarca,25019,Albán,2005,5302
25,Cundinamarca,25035,Anapoima,2005,9993
25,Cundinamarca,25040,Anolaima,2005,11876
25,Cundinamarca,25053,Arbeláez,2005,13247
25,Cundinamarca,25086,Beltrán,2005,1598
25,Cundinamarca,25095,Bituima,2005,2393
25,Cundinamarca,25099,Bojacá,2005,6039
25,Cundinamarca,25120,Cabrera,2005,3888
25,Cundinamarca,25123,Cachipay,2005,8127
25,Cundinamarca,25126,Cajicá,2005,46651
25,Cundinamarca,25148,Caparrapí,2005,13124
25,Cundinamarca,25151,Cáqueza,2005,14776
25,Cundinamarca,25154,Carmen de Carupa,2005,7295
25,Cundinamarca,25168,Chaguaní,2005,4011
25,Cundinamarca,25175,Chía,2005,75239
25,Cundinamarca,25178,Chipaque,2005,8031
25,Cundinamarca,25181,Choachí,2005,9761
25,Cundinamarca,25183,Chocontá,2005,15720
25,Cundinamarca,25200,Cogua,2005,15283
25,Cundinamarca,25214,Cota,2005,18586
25,Cundinamarca,25224,Cucunubá,2005,6034
25,Cundinamarca,25245,El Colegio,2005,17039
25,Cundinamarca,25258,El Peñón,2005,4913
25,Cundinamarca,25260,El Rosal,2005,13909
25,Cundinamarca,25269,Facatativá,2005,83290
25,Cundinamarca,25279,Fómeque,2005,10175
25,Cundinamarca,25281,Fosca,2005,5518
25,Cundinamarca,25286,Funza,2005,52598
25,Cundinamarca,25288,Fúquene,2005,4411
25,Cundinamarca,25290,Fusagasugá,2005,85634
25,Cundinamarca,25293,Gachalá,2005,5466
25,Cundinamarca,25295,Gachancipá,2005,9339
25,Cundinamarca,25297,Gachetá,2005,9234
25,Cundinamarca,25299,Gama,2005,3215
25,Cundinamarca,25307,Girardot,2005,72565
25,Cundinamarca,25312,Granada,2005,4774
25,Cundinamarca,25317,Guachetá,2005,10786
25,Cundinamarca,25320,Guaduas,2005,22729
25,Cundinamarca,25322,Guasca,2005,12089
25,Cundinamarca,25324,Guataquí,2005,2422
25,Cundinamarca,25326,Guatavita,2005,5099
25,Cundinamarca,25328,Guayabal de Síquima,2005,3708
25,Cundinamarca,25335,Guayabetal,2005,4658
25,Cundinamarca,25339,Gutiérrez,2005,3209
25,Cundinamarca,25368,Jerusalén,2005,2565
25,Cundinamarca,25372,Junín,2005,6273
25,Cundinamarca,25377,La Calera,2005,20443
25,Cundinamarca,25386,La Mesa,2005,21930
25,Cundinamarca,25394,La Palma,2005,9881
25,Cundinamarca,25398,La Peña,2005,6155
25,Cundinamarca,25402,La Vega,2005,11878
25,Cundinamarca,25407,Lenguazaque,2005,8385
25,Cundinamarca,25426,Machetá,2005,6557
25,Cundinamarca,25430,Madrid,2005,61175
25,Cundinamarca,25436,Manta,2005,4125
25,Cundinamarca,25438,Medina,2005,8868
25,Cundinamarca,25473,Mosquera,2005,63784
25,Cundinamarca,25483,Nariño,2005,1943
25,Cundinamarca,25486,Nemocón,2005,8914
25,Cundinamarca,25488,Nilo,2005,6787
25,Cundinamarca,25489,Nimaima,2005,3396
25,Cundinamarca,25491,Nocaima,2005,5286
25,Cundinamarca,25506,Venecia,2005,3835
25,Cundinamarca,25513,Pacho,2005,21138
25,Cundinamarca,25518,Paime,2005,4733
25,Cundinamarca,25524,Pandi,2005,4114
25,Cundinamarca,25530,Paratebueno,2005,5553
25,Cundinamarca,25535,Pasca,2005,8217
25,Cundinamarca,25572,Puerto Salgar,2005,11636
25,Cundinamarca,25580,Pulí,2005,3286
25,Cundinamarca,25592,Quebradanegra,2005,4626
25,Cundinamarca,25594,Quetame,2005,4789
25,Cundinamarca,25596,Quipile,2005,6865
25,Cundinamarca,25599,Apulo,2005,6726
25,Cundinamarca,25612,Ricaurte,2005,7965
25,Cundinamarca,25645,San Antonio del Tequendama,2005,9463
25,Cundinamarca,25649,San Bernardo,2005,8795
25,Cundinamarca,25653,San Cayetano,2005,4899
25,Cundinamarca,25658,San Francisco,2005,7579
25,Cundinamarca,25662,San Juan de Rioseco,2005,8118
25,Cundinamarca,25718,Sasaima,2005,8613
25,Cundinamarca,25736,Sesquilé,2005,7807
25,Cundinamarca,25740,Sibaté,2005,22101
25,Cundinamarca,25743,Silvania,2005,16601
25,Cundinamarca,25745,Simijaca,2005,9164
25,Cundinamarca,25754,Soacha,2005,340626
25,Cundinamarca,25758,Sopó,2005,15329
25,Cundinamarca,25769,Subachoque,2005,13724
25,Cundinamarca,25772,Suesca,2005,11790
25,Cundinamarca,25777,Supatá,2005,4493
25,Cundinamarca,25779,Susa,2005,5429
25,Cundinamarca,25781,Sutatausa,2005,4186
25,Cundinamarca,25785,Tabio,2005,13827
25,Cundinamarca,25793,Tausa,2005,6384
25,Cundinamarca,25797,Tena,2005,7149
25,Cundinamarca,25799,Tenjo,2005,14155
25,Cundinamarca,25805,Tibacuy,2005,3883
25,Cundinamarca,25807,Tibirita,2005,3016
25,Cundinamarca,25815,Tocaima,2005,13713
25,Cundinamarca,25817,Tocancipá,2005,21863
25,Cundinamarca,25823,Topaipí,2005,4495
25,Cundinamarca,25839,Ubalá,2005,8947
25,Cundinamarca,25841,Ubaque,2005,6333
25,Cundinamarca,25843,Villa de San Diego de Ubaté,2005,27553
25,Cundinamarca,25845,Une,2005,5996
25,Cundinamarca,25851,Útica,2005,3986
25,Cundinamarca,25862,Vergara,2005,7149
25,Cundinamarca,25867,Vianí,2005,3496
25,Cundinamarca,25871,Villagómez,2005,1857
25,Cundinamarca,25873,Villapinzón,2005,13934
25,Cundinamarca,25875,Villeta,2005,20177
25,Cundinamarca,25878,Viotá,2005,12603
25,Cundinamarca,25885,Yacopí,2005,13642
25,Cundinamarca,25898,Zipacón,2005,3750
25,Cundinamarca,25899,Zipaquirá,2005,81471
27,Chocó,27001,Quibdó,2005,108343
27,Chocó,27006,Acandí,2005,11095
27,Chocó,27025,Alto Baudó,2005,18300
27,Chocó,27050,Atrato,2005,4707
27,Chocó,27073,Bagadó,2005,8674
27,Chocó,27075,Bahía Solano,2005,7967
27,Chocó,27077,Bajo Baudó,2005,19814
27,Chocó,27099,Bojayá,2005,8723
27,Chocó,27135,El Cantón del San Pablo,2005,5510
27,Chocó,27150,Carmen del Darién,2005,6153
27,Chocó,27160,Cértegui,2005,7147
27,Chocó,27205,Condoto,2005,10382
27,Chocó,27245,El Carmen de Atrato,2005,6545
27,Chocó,27250,El Litoral del San Juan,2005,11046
27,Chocó,27361,Istmina,2005,33211
27,Chocó,27372,Juradó,2005,4551
27,Chocó,27413,Lloró,2005,9205
27,Chocó,27425,Medio Atrato,2005,3894
27,Chocó,27430,Medio Baudó,2005,11530
27,Chocó,27450,Medio San Juan,2005,9080
