id_educacion,anio,codigo_municipio,nombre_municipio,codigo_departamento,nombre_departamento,poblacion_5_16,total_matriculados,tasa_matriculacion_5_16,cobertura_neta_total,cobertura_neta_transicion,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta_total,cobertura_bruta_transicion,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tasa_desercion_total,tasa_desercion_primaria,tasa_desercion_secundaria,tasa_aprobacion_total,tasa_aprobacion_transicion,tasa_aprobacion_primaria,tasa_aprobacion_secundaria,tasa_aprobacion_media,tasa_reprobacion_total,tasa_reprobacion_transicion,tasa_reprobacion_primaria,tasa_reprobacion_secundaria,tasa_reprobacion_media,tasa_repitencia_total,tasa_repitencia_transicion,tasa_repitencia_primaria,tasa_repitencia_secundaria,tasa_repitencia_media
4571,2019,76622,Roldanillo,76,Valle del Cauca,7039.0,5854.3363,0.8317,0.8314,0.6087,0.7334,0.8131999999999999,0.5304,0.9533,0.8941,0.8306999999999999,1.1151,0.94,0.039900000000000005,0.0334,0.042199999999999994,0.8948999999999999,0.0,0.9423999999999999,0.8578,0.8718,0.0652,0.0,0.0242,0.1,0.0987,0.0058,0.0,0.0048,0.008,0.0051
4572,2019,76616,Riofrío,76,Valle del Cauca,3197.0,2540.0164999999997,0.7945,0.7945,0.6743000000000001,0.7575,0.6515000000000001,0.3788,0.9179999999999999,0.7663,0.9181999999999999,1.052,0.7197,0.0481,0.043,0.0613,0.8643000000000001,0.0,0.8826999999999999,0.8161,0.8859999999999999,0.0876,0.0,0.07429999999999999,0.1226,0.08789999999999999,0.0273,0.01,0.0287,0.0359,0.006500000000000001
4573,2019,76606,Restrepo,76,Valle del Cauca,3118.0,2873.8606,0.9217,0.9217,0.585,0.8665999999999999,0.8243,0.5105,1.0491,0.8261,1.0318,1.1481000000000001,1.0,0.025,0.0166,0.0374,0.9320999999999999,0.0,0.9343,0.9131999999999999,0.9531999999999999,0.042800000000000005,0.0,0.049100000000000005,0.0493,0.0271,0.0158,0.0191,0.013600000000000001,0.022799999999999997,0.0025
4574,2019,76563,Pradera,76,Valle del Cauca,10434.0,8471.364599999999,0.8119,0.8103,0.523,0.7537,0.6920000000000001,0.4078,0.9338,0.7711,0.9625,0.9876,0.8314,0.051,0.0317,0.0718,0.8489,0.0021,0.8829,0.789,0.8694,0.1001,0.0021,0.08529999999999999,0.1392,0.081,0.0006,0.0,0.0009,0.0007000000000000001,0.0
4575,2019,76520,Palmira,76,Valle del Cauca,63363.0,51292.3485,0.8095,0.8085,0.5713,0.7654000000000001,0.7256,0.3843,0.9211,0.7729,0.9113,1.0453000000000001,0.7726999999999999,0.0319,0.025099999999999997,0.0415,0.866,0.012,0.9,0.8022,0.8972,0.102,0.012,0.07490000000000001,0.1563,0.0786,0.0106,0.0024,0.0097,0.0147,0.0048
4576,2019,76497,Obando,76,Valle del Cauca,2519.0,1609.8929,0.6391,0.6391,0.49229999999999996,0.6618,0.5127,0.2824,0.74,0.6256,0.7778,0.7909999999999999,0.5995,0.0662,0.0582,0.0768,0.8795000000000001,0.0,0.8978,0.8362,0.9184,0.054299999999999994,0.0,0.044000000000000004,0.087,0.030600000000000002,0.0072,0.0,0.0116,0.0051,0.0
4577,2019,76403,La Victoria,76,Valle del Cauca,2155.0,1914.933,0.8886,0.8886,0.561,0.7675,0.8427,0.5508,0.9934999999999999,0.8231999999999999,0.9164,1.1626,0.9118,0.052300000000000006,0.0433,0.059800000000000006,0.8896999999999999,0.0,0.9094,0.8667,0.8826,0.0579,0.0,0.0472,0.0735,0.0676,0.003,0.0,0.0013,0.0062,0.0
4578,2019,76400,La Unión,76,Valle del Cauca,6756.0,5271.7068,0.7803,0.78,0.5357999999999999,0.718,0.7283,0.4389,0.8931,0.677,0.8565,1.0433,0.7754000000000001,0.0698,0.0435,0.10279999999999999,0.8701000000000001,0.0,0.9112,0.8081999999999999,0.8794,0.0601,0.0,0.0453,0.08900000000000001,0.0509,0.0105,0.003,0.0037,0.0213,0.0044
4579,2019,76377,La Cumbre,76,Valle del Cauca,2864.0,2150.0047999999997,0.7506999999999999,0.7506999999999999,0.5413,0.6566,0.7139,0.4012,0.8733,0.7615000000000001,0.7751,1.0656999999999999,0.7685,0.0437,0.0273,0.0552,0.8554999999999999,0.0,0.9168999999999999,0.7735,0.8781,0.1009,0.0,0.0558,0.17129999999999998,0.0688,0.0158,0.026000000000000002,0.0059,0.0232,0.015600000000000001
4580,2019,76364,Jamundí,76,Valle del Cauca,31722.0,23515.5186,0.7413,0.7403,0.5012,0.7006,0.6557,0.337,0.8896,0.6978,0.9279999999999999,0.9742000000000001,0.7208,0.0434,0.043,0.0447,0.8715999999999999,0.0017000000000000001,0.8951,0.8256,0.9039,0.085,0.0017000000000000001,0.061900000000000004,0.1297,0.0682,0.0008,0.0,0.0005,0.0014000000000000002,0.0
4581,2019,76318,Guacarí,76,Valle del Cauca,6728.0,5072.912,0.754,0.754,0.5929,0.732,0.6319,0.3901,0.8817,0.8569,0.8774,0.9179,0.8316,0.0336,0.0276,0.041100000000000005,0.9095,0.005699999999999999,0.9335,0.8663,0.9423,0.056900000000000006,0.005699999999999999,0.038900000000000004,0.0926,0.0362,0.0036,0.0,0.008199999999999999,0.0005,0.0
4582,2019,76306,Ginebra,76,Valle del Cauca,4454.0,3765.8569999999995,0.8454999999999999,0.8454999999999999,0.48219999999999996,0.7106,0.8851,0.4562,0.9697,0.6834,0.8361,1.2512999999999999,0.8454,0.0315,0.021,0.0381,0.8870999999999999,0.0106,0.9327,0.847,0.8869,0.0814,0.0106,0.0463,0.1149,0.0808,0.0278,0.026600000000000002,0.0227,0.035699999999999996,0.0141
4583,2019,76275,Florida,76,Valle del Cauca,12063.0,11193.2577,0.9279000000000001,0.927,0.6568999999999999,0.8939,0.7842,0.42100000000000004,1.0492,1.042,1.1089,1.1106,0.7907,0.0637,0.0592,0.0774,0.8347,0.0132,0.8384,0.7906,0.8956000000000001,0.1017,0.0132,0.1024,0.1321,0.0731,0.0195,0.0024,0.026699999999999998,0.0194,0.0052
4584,2019,76250,El Dovio,76,Valle del Cauca,2018.0,1501.9974000000002,0.7443000000000001,0.7443000000000001,0.5444,0.7001999999999999,0.6592,0.29410000000000003,0.9024,0.787,0.8501000000000001,1.0744,0.743,0.053899999999999997,0.037200000000000004,0.0716,0.8679000000000001,0.0,0.8759999999999999,0.8422,0.8581,0.0783,0.0,0.0868,0.0862,0.0774,0.0006,0.0,0.0014000000000000002,0.0,0.0
4585,2019,76248,El Cerrito,76,Valle del Cauca,11063.0,9789.6487,0.8848999999999999,0.8848,0.6520999999999999,0.8558,0.8005,0.5032,1.003,0.9776,0.9778,1.0984,0.8868,0.0499,0.0344,0.06509999999999999,0.8581,0.009000000000000001,0.9098999999999999,0.794,0.8465,0.0919,0.009000000000000001,0.0557,0.1409,0.10830000000000001,0.0086,0.0,0.004699999999999999,0.0165,0.003
4586,2019,76246,El Cairo,76,Valle del Cauca,1399.0,988.9531,0.7069,0.7069,0.5640999999999999,0.6797,0.569,0.3259,0.7898000000000001,0.735,0.8109000000000001,0.8704999999999999,0.5938,0.06849999999999999,0.06509999999999999,0.08109999999999999,0.907,0.0116,0.9097,0.8946,0.9398000000000001,0.024399999999999998,0.0116,0.0252,0.024300000000000002,0.0301,0.0038,0.0,0.0042,0.0054,0.0
4587,2019,76243,El Águila,76,Valle del Cauca,1947.0,1485.9503999999997,0.7631999999999999,0.7631999999999999,0.4902,0.6795,0.6990999999999999,0.3832,0.8767,0.6667000000000001,0.8298000000000001,1.0404,0.7539,0.0641,0.0695,0.0735,0.868,0.0,0.9048,0.7997,0.9120999999999999,0.068,0.0,0.025699999999999997,0.12689999999999999,0.0659,0.0019,0.0,0.0015,0.0017000000000000001,0.0055000000000000005
4588,2019,76233,Dagua,76,Valle del Cauca,9993.0,6753.269399999999,0.6758,0.6757,0.47130000000000005,0.6496999999999999,0.5765,0.3169,0.7746,0.6886,0.7889,0.8684999999999999,0.5916,0.0377,0.029300000000000003,0.045700000000000005,0.8715999999999999,0.0,0.9139,0.8078,0.8552,0.0906,0.0,0.056799999999999996,0.1465,0.10779999999999999,0.0182,0.0042,0.021400000000000002,0.0206,0.0074
4589,2019,76147,Cartago,76,Valle del Cauca,24621.0,19334.8713,0.7853,0.7841,0.5767,0.7463,0.7103,0.39520000000000005,0.8855,0.8012,0.8726999999999999,1.0001,0.7282,0.023700000000000002,0.0151,0.0332,0.8663,0.0,0.9151,0.7846,0.8903,0.11,0.0,0.0698,0.1822,0.0876,0.0684,0.0124,0.0553,0.1065,0.0279
4590,2019,76130,Candelaria,76,Valle del Cauca,19159.0,14997.665200000001,0.7828,0.782,0.5399,0.7711,0.6884,0.3934,0.8767,0.7631999999999999,0.8926000000000001,0.9509000000000001,0.7456,0.0383,0.0297,0.044800000000000006,0.87,0.004,0.9218999999999999,0.7904000000000001,0.8892,0.09179999999999999,0.004,0.048499999999999995,0.16469999999999999,0.0653,0.0275,0.004,0.0129,0.0493,0.0235
4591,2019,76126,Calima El Darien,76,Valle del Cauca,3590.0,2655.882,0.7398,0.7398,0.5362,0.695,0.7256999999999999,0.4023,0.8545999999999999,0.7464,0.782,1.0081,0.7674,0.023700000000000002,0.0079,0.0182,0.9059999999999999,0.0,0.9390999999999999,0.8908,0.8724,0.0703,0.0,0.053,0.091,0.10980000000000001,0.0008,0.0,0.0,0.001,0.003
4592,2019,76122,Caicedonia,76,Valle del Cauca,5395.0,3863.8990000000003,0.7162000000000001,0.716,0.6328,0.7292000000000001,0.6181,0.302,0.8159000000000001,0.7593000000000001,0.8375,0.888,0.6498999999999999,0.06269999999999999,0.036000000000000004,0.0953,0.8571,0.0,0.8994,0.7968000000000001,0.8493,0.0802,0.0,0.0646,0.1079,0.0892,0.0152,0.0,0.0079,0.0245,0.0191
4593,2019,76113,Bugalagrande,76,Valle del Cauca,4712.0,3555.204,0.7545000000000001,0.754,0.5322,0.6762,0.6933,0.42579999999999996,0.8754000000000001,0.7731,0.8012,1.0178,0.8094,0.0255,0.0235,0.027999999999999997,0.9279000000000001,0.0,0.9340999999999999,0.9091,0.9473999999999999,0.0466,0.0,0.0424,0.0629,0.0358,0.0006,0.0,0.0008,0.0008,0.0
4594,2019,76111,Guadalajara de Buga,76,Valle del Cauca,23567.0,19984.816,0.848,0.8465,0.5443,0.7802,0.7643000000000001,0.4818,0.9792000000000001,0.8694,0.9305,1.0981999999999998,0.9131,0.0492,0.042699999999999995,0.0528,0.8528,0.011000000000000001,0.8694,0.8099,0.9007,0.098,0.011000000000000001,0.08789999999999999,0.1373,0.063,0.0262,0.0055000000000000005,0.0174,0.0441,0.0139
4595,2019,76109,Buenaventura,76,Valle del Cauca,83494.0,66411.1276,0.7954000000000001,0.7929999999999999,0.4768,0.6986,0.6202000000000001,0.3195,0.9567,0.8111,1.0142,1.006,0.7752,0.0269,0.0275,0.0282,0.9185,0.008100000000000001,0.9270999999999999,0.8886,0.9440999999999999,0.0547,0.008100000000000001,0.0453,0.08310000000000001,0.0345,0.008100000000000001,0.0009,0.009899999999999999,0.0091,0.0022
4596,2019,76100,Bolívar,76,Valle del Cauca,3458.0,2423.0205999999994,0.7006999999999999,0.7006999999999999,0.3945,0.6312,0.6436,0.36810000000000004,0.8386,0.5467,0.7866,0.9948,0.8018000000000001,0.062,0.0496,0.08130000000000001,0.8529000000000001,0.0,0.8963,0.7987000000000001,0.8332999999999999,0.0851,0.0,0.0541,0.1199,0.12960000000000002,0.0070999999999999995,0.0063,0.0054,0.0115,0.0
4597,2019,76054,Argelia,76,Valle del Cauca,1186.0,880.012,0.742,0.742,0.6047,0.6473,0.6523,0.4328,0.8693000000000001,0.7791,0.7656000000000001,1.0192,0.8458,0.0861,0.065,0.1209,0.8784000000000001,0.0,0.9133,0.8242,0.8915000000000001,0.0355,0.0,0.0217,0.054900000000000004,0.0388,0.0,0.0,0.0,0.0,0.0
4598,2019,76041,Ansermanuevo,76,Valle del Cauca,3765.0,2887.002,0.7668,0.7668,0.6624,0.7226,0.613,0.3456,0.9054000000000001,0.8264,0.9024,1.0325,0.696,0.1018,0.08460000000000001,0.1427,0.8122,0.0,0.8802,0.6867,0.8292,0.086,0.0,0.0352,0.17059999999999997,0.09960000000000001,0.0116,0.0123,0.0102,0.0134,0.010700000000000001
4599,2019,76036,Andalucía,76,Valle del Cauca,4309.0,2737.9386,0.6354,0.6354,0.40700000000000003,0.6084,0.5694,0.3701,0.7368000000000001,0.5291,0.7182,0.8537,0.6463,0.035699999999999996,0.0239,0.043,0.8853,0.0068000000000000005,0.9521,0.8153,0.8533,0.079,0.0068000000000000005,0.0239,0.1417,0.1013,0.002,0.0,0.001,0.0042,0.0
4600,2019,76020,Alcalá,76,Valle del Cauca,2899.0,1991.9028999999998,0.6870999999999999,0.6868000000000001,0.5,0.6353,0.5625,0.259,0.8175,0.7831999999999999,0.8049,0.9495999999999999,0.6015999999999999,0.09949999999999999,0.1069,0.0999,0.8536,0.0,0.8521,0.8356999999999999,0.9189,0.046900000000000004,0.0,0.040999999999999995,0.0645,0.045,0.0123,0.0,0.013000000000000001,0.016399999999999998,0.0045000000000000005
4601,2019,76001,Cali,76,Valle del Cauca,392753.0,329009.1881,0.8377,0.8345,0.5704,0.7963,0.7587999999999999,0.445,0.9296,0.7668,0.9259999999999999,1.0246,0.8311,0.0373,0.0337,0.043,0.8948999999999999,0.0095,0.9134,0.8593999999999999,0.9175,0.0679,0.0095,0.053,0.0977,0.055,0.0084,0.0025,0.008199999999999999,0.0105,0.0055000000000000005
4602,2019,73873,Villarrica,73,Tolima,919.0,958.9764999999999,1.0434999999999999,1.0434999999999999,0.7564,0.9948,0.9539,0.5067,1.1371,1.1923000000000001,1.1421,1.2434,0.88,0.0519,0.0362,0.0759,0.9162,0.0,0.9593,0.8591,0.9286,0.0319,0.0,0.0045000000000000005,0.065,0.061200000000000004,0.025,0.0,0.0181,0.0407,0.0204
4603,2019,73870,Villahermosa,73,Tolima,1941.0,1706.9153999999999,0.8794,0.8794,0.5438000000000001,0.8798,0.7301000000000001,0.32170000000000004,0.9562,0.7875,1.0981999999999998,0.9617,0.6624,0.0326,0.0246,0.0463,0.9238,0.0,0.9229,0.9075,0.9695,0.0436,0.0,0.0525,0.0463,0.0183,0.0182,0.0079,0.0179,0.0191,0.024399999999999998
4604,2019,73861,Venadillo,73,Tolima,2483.0,2403.0474,0.9678,0.9678,0.6138,0.9041,0.8415,0.48,1.0793000000000001,0.8835999999999999,1.1048,1.204,0.8541,0.0264,0.0179,0.039,0.9269,0.0,0.9722,0.8852,0.847,0.0467,0.0,0.0098,0.0758,0.1281,0.012199999999999999,0.0,0.0063,0.0223,0.010700000000000001
4605,2019,73854,Valle de San Juan,73,Tolima,1057.0,942.9496999999999,0.8920999999999999,0.8920999999999999,0.46149999999999997,0.8220000000000001,0.7724,0.5355,0.9527,0.8205,1.0141,1.0163,0.7376999999999999,0.0318,0.0231,0.0373,0.9512999999999999,0.0,0.963,0.9333,0.963,0.0169,0.0,0.0139,0.029300000000000003,0.0,0.0129,0.0,0.0115,0.0213,0.0
4606,2019,73770,Suárez,73,Tolima,609.0,544.9941,0.8948999999999999,0.8948999999999999,0.6457999999999999,0.8402,0.7415999999999999,0.43520000000000003,0.9490999999999999,1.0625,1.0615,1.0048000000000001,0.537,0.0138,0.0154,0.0143,0.8668,0.0196,0.8957999999999999,0.7809999999999999,0.9655,0.11939999999999999,0.0196,0.0888,0.2048,0.0345,0.0,0.0,0.0,0.0,0.0
4607,2019,73686,Santa Isabel,73,Tolima,1251.0,1184.9472,0.9472,0.9472,0.7447,0.8782,0.8406,0.386,1.052,0.883,1.0727,1.1963,0.7859999999999999,0.0426,0.0256,0.0512,0.9476,0.0,0.9689,0.9318000000000001,0.9268000000000001,0.0098,0.0,0.0055000000000000005,0.0171,0.008100000000000001,0.0066,0.0,0.0128,0.0,0.008100000000000001
4608,2019,73678,San Luis,73,Tolima,2483.0,2430.1121,0.9787,0.9787,0.7088,0.9133,0.87,0.5341,1.0443,0.9725,1.0988,1.1473,0.7476999999999999,0.0361,0.036699999999999997,0.0349,0.8996,0.0,0.9128000000000001,0.8805,0.8758,0.0643,0.0,0.050499999999999996,0.08460000000000001,0.0882,0.0064,0.0,0.0046,0.0106,0.0033
4609,2019,73675,San Antonio,73,Tolima,3003.0,2936.9339999999997,0.978,0.978,0.7447,0.9017000000000001,0.8812000000000001,0.47840000000000005,1.1122,0.9148999999999999,1.0707,1.3096,0.9059,0.0316,0.0319,0.0329,0.9177,0.0,0.9165000000000001,0.9033,0.9308,0.0508,0.0,0.0516,0.0638,0.0377,0.0079,0.0,0.011399999999999999,0.0066,0.0031
4610,2019,73671,Saldaña,73,Tolima,2749.0,2552.9963000000002,0.9287000000000001,0.9283,0.6473,0.9095,0.7798999999999999,0.5263,1.0102,0.9952,1.0941,1.043,0.7672,0.0168,0.018799999999999997,0.018500000000000003,0.9366,0.0,0.9229999999999999,0.9273,0.9740000000000001,0.0467,0.0,0.0582,0.054299999999999994,0.014499999999999999,0.0187,0.0,0.0225,0.0239,0.0029
4611,2019,73624,Rovira,73,Tolima,4933.0,5097.7622,1.0334,1.0334,0.8027,1.013,0.8517,0.4854,1.1366,1.1013,1.2306,1.197,0.8133,0.052300000000000006,0.0446,0.06860000000000001,0.9033,0.0025,0.9142,0.8673000000000001,0.9388,0.0444,0.0025,0.041299999999999996,0.0641,0.0252,0.0074,0.0025,0.0087,0.0073,0.0054
4612,2019,73622,Roncesvalles,73,Tolima,1284.0,1058.016,0.8240000000000001,0.8240000000000001,0.56,0.8343,0.6614,0.2877,0.9073,0.8,1.0533,0.9,0.621,0.0259,0.0217,0.029500000000000002,0.9009999999999999,0.0,0.9096,0.8713,0.8956999999999999,0.0731,0.0,0.0687,0.0992,0.060899999999999996,0.0,0.0,0.0,0.0,0.0
4613,2019,73616,Rioblanco,73,Tolima,5933.0,4802.7635,0.8095,0.8095,0.5661,0.8249,0.6201,0.31079999999999997,0.8765000000000001,0.7989,1.0275,0.8362,0.5763,0.0576,0.0334,0.1017,0.8567,0.0,0.8759,0.7862,0.9063,0.0857,0.0,0.0907,0.1121,0.0417,0.0052,0.0,0.008,0.0033,0.0
4614,2019,73585,Purificación,73,Tolima,4224.0,4120.0896,0.9754,0.9749,0.5552,0.8920999999999999,0.8973,0.5314,1.1132,0.8865999999999999,1.0792,1.2610999999999999,1.0112,0.0359,0.024900000000000002,0.0421,0.8992,0.0,0.9193000000000001,0.855,0.9489,0.065,0.0,0.0557,0.10289999999999999,0.0196,0.0022,0.0040999999999999995,0.0007000000000000001,0.0036,0.002
4615,2019,73563,Prado,73,Tolima,1650.0,1637.955,0.9926999999999999,0.9926999999999999,0.5639,0.9118999999999999,0.8795000000000001,0.6214,1.0897,1.0827,1.0896,1.1763,0.9214,0.0584,0.0538,0.0666,0.9147,0.0,0.9297,0.8831,0.9458,0.0269,0.0,0.0166,0.050300000000000004,0.0125,0.013999999999999999,0.0,0.028999999999999998,0.0049,0.0
4616,2019,73555,Planadas,73,Tolima,6641.0,6502.867200000001,0.9792000000000001,0.9791,0.6833,1.0049,0.7868999999999999,0.36090000000000005,1.0944,1.0413,1.2451999999999999,1.1114,0.6828,0.0771,0.0658,0.0998,0.8553000000000001,0.0,0.875,0.8081,0.8466,0.0676,0.0,0.0592,0.0922,0.10289999999999999,0.0004,0.0,0.0003,0.001,0.0
4617,2019,73547,Piedras,73,Tolima,1221.0,905.0052000000001,0.7412000000000001,0.7412000000000001,0.6364,0.7505,0.6541,0.2851,0.8092,0.875,0.8858,0.8847,0.4936,0.0223,0.0095,0.0346,0.8765000000000001,0.0,0.9236,0.7979,0.8966,0.1012,0.0,0.0668,0.16760000000000003,0.0776,0.0060999999999999995,0.0,0.0095,0.0053,0.0
4618,2019,73520,Palocabildo,73,Tolima,2096.0,1661.9184,0.7929,0.7929,0.7674,0.8027,0.6321,0.3003,0.8511,0.8837,0.951,0.8892,0.5015,0.032799999999999996,0.0341,0.031400000000000004,0.9172,0.0,0.9246,0.892,0.9412,0.0501,0.0,0.0414,0.0767,0.0441,0.0072,0.0,0.0060999999999999995,0.0105,0.0074
4619,2019,73504,Ortega,73,Tolima,7667.0,6234.804399999999,0.8131999999999999,0.813,0.589,0.7856000000000001,0.7015,0.4226,0.8615,0.7816,0.9438,0.9077,0.6053000000000001,0.0231,0.010700000000000001,0.0374,0.9315000000000001,0.0,0.9406,0.9164,0.9025,0.0454,0.0,0.0487,0.0462,0.0599,0.0034000000000000002,0.0,0.0037,0.0034999999999999996,0.0042
4620,2019,73483,Natagaima,73,Tolima,2688.0,2893.9008,1.0766,1.0766,0.772,1.0311,0.9134,0.5832,1.2231999999999998,1.1554,1.2431999999999999,1.3019999999999998,1.0534000000000001,0.0364,0.0217,0.0565,0.9165000000000001,0.0,0.9411,0.8801000000000001,0.9218000000000001,0.0471,0.0,0.0373,0.0634,0.0559,0.0147,0.0055000000000000005,0.0121,0.021400000000000002,0.0084
4621,2019,73461,Murillo,73,Tolima,947.0,698.9807,0.7381,0.7381,0.4861,0.7995,0.5583,0.2438,0.8384,0.875,0.982,0.7545999999999999,0.6437999999999999,0.0455,0.0366,0.056900000000000006,0.8649,0.0,0.8454999999999999,0.8495999999999999,0.9240999999999999,0.08960000000000001,0.0,0.11779999999999999,0.0935,0.0127,0.0195,0.0,0.0236,0.024399999999999998,0.0
4622,2019,73449,Melgar,73,Tolima,6844.0,8073.1824,1.1796,1.1769,0.7935,1.1716,1.0283,0.5429999999999999,1.3299,1.1220999999999999,1.3793,1.4347999999999999,1.1103,0.0437,0.0373,0.0545,0.9047,0.0,0.9143000000000001,0.878,0.9256,0.0516,0.0,0.0484,0.0675,0.045700000000000005,0.0017000000000000001,0.0021,0.0024,0.0013,0.0
4623,2019,73443,Mariquita,73,Tolima,7096.0,6819.9655999999995,0.9611,0.96,0.6722,0.9295,0.8437,0.494,1.06,0.9963,1.1081999999999999,1.1128,0.8743000000000001,0.0353,0.0273,0.043,0.8769,0.0,0.9277,0.7993000000000001,0.8841,0.08779999999999999,0.0,0.0449,0.1577,0.0858,0.0189,0.0,0.018000000000000002,0.0269,0.0086
4624,2019,73411,Líbano,73,Tolima,6781.0,7052.9181,1.0401,1.0401,0.7328,0.9926,0.9091,0.46799999999999997,1.1848999999999998,1.0142,1.2012,1.3196,0.9556999999999999,0.0407,0.0304,0.0562,0.8926999999999999,0.0,0.9218000000000001,0.8462999999999999,0.8995000000000001,0.0666,0.0,0.0478,0.0975,0.0754,0.0183,0.0043,0.018000000000000002,0.0252,0.005
4625,2019,73408,Lérida,73,Tolima,3353.0,3202.115,0.955,0.9547,0.6075,0.8855,0.8482,0.4642,1.0692,0.8943000000000001,1.0668,1.2079,0.884,0.0277,0.0248,0.032400000000000005,0.9445999999999999,0.0137,0.9504,0.929,0.9676,0.0277,0.0137,0.0248,0.0387,0.0118,0.0064,0.0046,0.006999999999999999,0.0072,0.0029
4626,2019,73352,Icononzo,73,Tolima,2261.0,2124.8878,0.9398000000000001,0.9398000000000001,0.6292,0.8151,0.8794,0.5576,1.1401999999999999,0.9101,0.9753000000000001,1.2387000000000001,1.4503,0.046799999999999994,0.0398,0.06709999999999999,0.903,0.0,0.9204000000000001,0.852,0.9643999999999999,0.050300000000000004,0.0,0.0398,0.0809,0.023700000000000002,0.0026,0.0,0.0055000000000000005,0.0012,0.0
4627,2019,73349,Honda,73,Tolima,4056.0,3832.1088000000004,0.9448000000000001,0.9445,0.6318,0.9327,0.7806000000000001,0.4482,1.1228,1.1520000000000001,1.1638,1.218,0.8536,0.0449,0.053,0.0412,0.8901,0.0,0.9037999999999999,0.8604999999999999,0.9066,0.065,0.0,0.0431,0.0983,0.08199999999999999,0.0219,0.004,0.0212,0.0311,0.0091
4628,2019,73347,Herveo,73,Tolima,1460.0,1299.9840000000002,0.8904000000000001,0.8904000000000001,0.7156,0.8190000000000001,0.7564,0.3944,0.976,0.8991,1.0237,1.112,0.6214999999999999,0.0492,0.0298,0.0699,0.8778,0.0,0.9106000000000001,0.8175,0.904,0.073,0.0,0.0596,0.11259999999999999,0.032,0.0134,0.0,0.0165,0.0155,0.0
4629,2019,73319,Guamo,73,Tolima,5995.0,5348.739,0.8922,0.8920999999999999,0.49229999999999996,0.8561,0.7702,0.5405,0.9895,0.8945000000000001,1.0270000000000001,1.0411,0.8445999999999999,0.0332,0.0232,0.044800000000000006,0.9035,0.005699999999999999,0.925,0.8647,0.919,0.0632,0.005699999999999999,0.0518,0.0906,0.054400000000000004,0.0111,0.0,0.0168,0.0095,0.004
4630,2019,73283,Fresno,73,Tolima,6132.0,5681.9112,0.9266,0.9266,0.6061,0.9339,0.812,0.3774,1.0144,0.9416,1.1171,1.0928,0.6568,0.054000000000000006,0.0401,0.07339999999999999,0.8702,0.018799999999999997,0.8986,0.8081,0.9355,0.0758,0.018799999999999997,0.0613,0.1186,0.0262,0.013600000000000001,0.0,0.0175,0.0146,0.0
4631,2019,73275,Flandes,73,Tolima,5212.0,4693.9272,0.9006000000000001,0.8983,0.5440999999999999,0.892,0.7223,0.4703,1.0215,1.0392000000000001,1.0671,1.0479,0.8598,0.0285,0.020499999999999997,0.0382,0.8891,0.0,0.9198999999999999,0.8198000000000001,0.9133,0.0824,0.0,0.0596,0.1419,0.0663,0.0033,0.0,0.0013,0.0055000000000000005,0.0077
4632,2019,73268,Espinal,73,Tolima,12361.0,13646.544000000002,1.104,1.1028,0.7856000000000001,1.0920999999999998,0.9534999999999999,0.5446,1.2590000000000001,1.1606,1.2985,1.3075,1.1261,0.0345,0.031200000000000002,0.042699999999999995,0.8617,0.013300000000000001,0.8981,0.7915000000000001,0.9053,0.1038,0.013300000000000001,0.0707,0.1659,0.07339999999999999,0.0113,0.0,0.0102,0.0176,0.0022
4633,2019,73236,Dolores,73,Tolima,1565.0,1505.0605,0.9617,0.9617,0.6446,0.903,0.8299,0.5889,1.0767,0.9669,1.0626,1.1514,1.0110999999999999,0.026600000000000002,0.0029,0.0483,0.9222,0.0,0.9484999999999999,0.8792,0.9234,0.0512,0.0,0.048600000000000004,0.0725,0.0335,0.0078000000000000005,0.0,0.0059,0.0149,0.0
4634,2019,73226,Cunday,73,Tolima,1703.0,1675.0708,0.9836,0.9836,0.6212,0.8689,0.9845999999999999,0.5689,1.0992,0.9015000000000001,1.0199,1.2679,1.0389,0.0313,0.0196,0.0434,0.9016,0.0,0.9288,0.8554999999999999,0.9307,0.06709999999999999,0.0,0.051699999999999996,0.1012,0.047599999999999996,0.0006,0.0,0.0,0.0014000000000000002,0.0
4635,2019,73217,Coyaima,73,Tolima,5057.0,5404.9216,1.0688,1.0688,0.6303,1.0358,0.9244,0.6820999999999999,1.1481000000000001,0.9404,1.2334,1.153,1.025,0.030299999999999997,0.0213,0.0391,0.9445,0.0,0.9501000000000001,0.9309000000000001,0.9556,0.0252,0.0,0.0286,0.03,0.0134,0.0086,0.0,0.0104,0.0091,0.0054
4636,2019,73200,Coello,73,Tolima,1576.0,1405.0040000000001,0.8915000000000001,0.8915000000000001,0.4274,0.83,0.8070999999999999,0.515,1.0076,0.8226,0.9892,1.1132,0.9248000000000001,0.0165,0.009399999999999999,0.0215,0.8948999999999999,0.0,0.9125,0.8515,0.9151,0.0886,0.0,0.0781,0.127,0.0613,0.0059,0.0,0.0031,0.010700000000000001,0.004699999999999999
